#BIOGRID ID	ENTREZ GENE ID	SYSTEMATIC NAME	OFFICIAL SYMBOL	SYNONYMS	ORGANISM ID	ORGANISM NAME	INTERACTION COUNT	PTM COUNT	CHEMICAL INTERACTION COUNT	SOURCE	VIRUS VALUES	VIRUS IDS	VIRUS TAGS	VIRUS EVIDENCE VALUES	VIRUS EVIDENCE IDS	VIRUS EVIDENCE CLASSES	VIRUS EVIDENCE METHODS
4383952	1489680	SARS-CoV-1ab-nsp15ab	nsp15ab	nsp15|sars1ab|orf1ab|SARS-CoV nsp15ab|SARS-CoV nsp15|SARS-CoV sars1ab|orf1ab-nsp15|orf1ab-nsp15ab|pp1ab|Uridylate-specific endoribonuclease|R1AB_CVHSA|PRO_0000037321	694009	Severe acute respiratory syndrome coronavirus	15	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383926	1489680	SARS-CoV-1a	ORF1a	1a|pp1a|SARS-CoV orf1a|pp1a|Replicase|R1A_CVHSA|PRO_0000338254	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383848	43740568	GU280_gp02	S	spike|SARS-CoV2 S|SARS-CoV2 spike|S protein|surface|SARS-CoV-2 spike|SARS-CoV-2 S|SPIKE_SARS2|PRO_0000449646	2697049	Severe acute respiratory syndrome coronavirus 2	853	13	0	BIOGRID	SARS-CoV-2	-	-	-	-	-	-
4383948	1489680	SARS-CoV-1ab-nsp10ab	nsp10ab	nsp10|sars1ab|orf1ab|SARS-CoV nsp10ab|SARS-CoV nsp10|SARS-CoV sars1ab|orf1ab-nsp10|orf1ab-nsp10ab|pp1ab|Growth factor-like peptide|GFL|R1AB_CVHSA|PRO_0000037317	694009	Severe acute respiratory syndrome coronavirus	33	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383949	1489680	SARS-CoV-1ab-nsp12ab	nsp12ab	nsp12|sars1ab|orf1ab|SARS-CoV nsp12ab|SARS-CoV nsp12|SARS-CoV sars1ab|orf1ab-nsp12|orf1ab-nsp12ab|pp1ab|RNA-directed RNA polymerase|Pol|RdRp|R1AB_CVHSA|PRO_0000037318	694009	Severe acute respiratory syndrome coronavirus	73	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383946	1489680	SARS-CoV-1ab-nsp8ab	nsp8ab	nsp8|sars1ab|orf1ab|SARS-CoV nsp8ab|SARS-CoV nsp8|SARS-CoV sars1ab|orf1ab-nsp8|orf1ab-nsp8ab|pp1ab|R1AB_CVHSA|PRO_0000037315	694009	Severe acute respiratory syndrome coronavirus	85	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383947	1489680	SARS-CoV-1ab-nsp9ab	nsp9ab	nsp9|sars1ab|orf1ab|SARS-CoV nsp9ab|SARS-CoV nsp9|SARS-CoV sars1ab|orf1ab-nsp9|orf1ab-nsp9ab|pp1ab|R1AB_CVHSA|PRO_0000037316	694009	Severe acute respiratory syndrome coronavirus	44	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383944	1489680	SARS-CoV-1ab-nsp6ab	nsp6ab	nsp6|sars1ab|orf1ab|SARS-CoV nsp6ab|SARS-CoV nsp6|SARS-CoV sars1ab|orf1ab-nsp6|orf1ab-nsp6ab|pp1ab|R1AB_CVHSA|PRO_0000037313	694009	Severe acute respiratory syndrome coronavirus	19	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383945	1489680	SARS-CoV-1ab-nsp7ab	nsp7ab	nsp7|sars1ab|orf1ab|SARS-CoV nsp7ab|SARS-CoV nsp7|SARS-CoV sars1ab|orf1ab-nsp7|orf1ab-nsp7ab|pp1ab|R1AB_CVHSA|PRO_0000037314	694009	Severe acute respiratory syndrome coronavirus	50	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383942	1489680	SARS-CoV-1ab-nsp4ab	nsp4ab	nsp4|sars1ab|orf1ab|SARS-CoV nsp4ab|SARS-CoV nsp4|SARS-CoV sars1ab|orf1ab-nsp4|orf1ab-nsp4ab|pp1ab|R1AB_CVHSA|PRO_0000283841	694009	Severe acute respiratory syndrome coronavirus	32	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383943	1489680	SARS-CoV-1ab-nsp5ab	nsp5ab	nsp5|sars1ab|orf1ab|SARS-CoV nsp5ab|SARS-CoV nsp5|SARS-CoV sars1ab|orf1ab-nsp5|orf1ab-nsp5ab|pp1ab|3C-like proteinase|3CL-PRO|3CLp|R1AB_CVHSA|PRO_0000037312	694009	Severe acute respiratory syndrome coronavirus	27	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383940	1489680	SARS-CoV-1ab-nsp2ab	nsp2ab	nsp2|sars1ab|orf1ab|SARS-CoV nsp2ab|SARS-CoV nsp2|SARS-CoV sars1ab|orf1ab-nsp2|orf1ab-nsp2ab|pp1ab|p65 homolog|R1AB_CVHSA|PRO_0000037310	694009	Severe acute respiratory syndrome coronavirus	72	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383941	1489680	SARS-CoV-1ab-nsp3ab	nsp3ab	nsp3|sars1ab|orf1ab|SARS-CoV nsp3ab|SARS-CoV nsp3|SARS-CoV sars1ab|orf1ab-nsp3|orf1ab-nsp3ab|pp1ab|Papain-like proteinase|PL-PRO|PL2-PRO|R1AB_CVHSA|PRO_0000037311	694009	Severe acute respiratory syndrome coronavirus	68	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383939	1489680	SARS-CoV-1ab-nsp1ab	nsp1ab	nsp1|sars1ab|orf1ab|SARS-CoV nsp1ab|SARS-CoV nsp1|SARS-CoV sars1ab|orf1ab-nsp1|orf1ab-nsp1ab|pp1ab|Host translation inhibitor|Leader protein|R1AB_CVHSA|PRO_0000037309	694009	Severe acute respiratory syndrome coronavirus	24	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383938	1489680	SARS-CoV-1ab	ORF1ab	1a-1b|rep|1ab|SARS-CoV orf1ab|pp1ab|Replicase polyprotein 1ab|R1AB_CVHSA	694009	Severe acute respiratory syndrome coronavirus	1	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383933	1489680	SARS-CoV-1a-nsp7a	nsp7a	nsp7|sars1a|orf1a|SARS-CoV nsp7a|SARS-CoV nsp7|SARS-CoV sars1a|orf1a-nsp7|orf1a-nsp7a|pp1a|R1A_CVHSA|PRO_0000338261	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383932	1489680	SARS-CoV-1a-nsp6a	nsp6a	nsp6|sars1a|orf1a|SARS-CoV nsp6a|SARS-CoV nsp6|SARS-CoV sars1a|orf1a-nsp6|orf1a-nsp6a|pp1a|R1A_CVHSA|PRO_0000338260	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383931	1489680	SARS-CoV-1a-nsp5a	nsp5a	nsp5|sars1a|orf1a|SARS-CoV nsp5a|SARS-CoV nsp5|SARS-CoV sars1a|orf1a-nsp5|orf1a-nsp5a|pp1a|3C-like proteinase|3CL-PRO|3CLp|R1A_CVHSA|PRO_0000338259	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383930	1489680	SARS-CoV-1a-nsp4a	nsp4a	nsp4|sars1a|orf1a|SARS-CoV nsp4a|SARS-CoV nsp4|SARS-CoV sars1a|orf1a-nsp4|orf1a-nsp4a|pp1a|R1A_CVHSA|PRO_0000338258	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383937	1489680	SARS-CoV-1a-nsp11a	nsp11a	nsp11|sars1a|orf1a|SARS-CoV nsp11a|SARS-CoV nsp11|SARS-CoV sars1a|orf1a-nsp11|orf1a-nsp11a|pp1a|R1A_CVHSA|PRO_0000338265	694009	Severe acute respiratory syndrome coronavirus	5	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383936	1489680	SARS-CoV-1a-nsp10a	nsp10a	nsp10|sars1a|orf1a|SARS-CoV nsp10a|SARS-CoV nsp10|SARS-CoV sars1a|orf1a-nsp10|orf1a-nsp10a|pp1a|Growth factor-like peptide|GFL|R1A_CVHSA|PRO_0000338264	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383935	1489680	SARS-CoV-1a-nsp9a	nsp9a	nsp9|sars1a|orf1a|SARS-CoV nsp9a|SARS-CoV nsp9|SARS-CoV sars1a|orf1a-nsp9|orf1a-nsp9a|pp1a|R1A_CVHSA|PRO_0000338263	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
4383934	1489680	SARS-CoV-1a-nsp8a	nsp8a	nsp8|sars1a|orf1a|SARS-CoV nsp8a|SARS-CoV nsp8|SARS-CoV sars1a|orf1a-nsp8|orf1a-nsp8a|pp1a|R1A_CVHSA|PRO_0000338262	694009	Severe acute respiratory syndrome coronavirus	0	0	0	BIOGRID	SARS-CoV	-	-	-	-	-	-
